Time,PPG,ECG,resp,afib
0.608,0.25,0.2778404001136717,0.454078861887615,0
0.659,0.4276315789473681,0.2098367939920739,0.4643483903147509,0
0.71,0.5263157894736841,0.2047724210272888,0.4738770308262858,0
0.761,0.3947368421052633,0.1691331200908944,0.4826647834222206,0
0.812,0.4671052631578947,0.1965653393389786,0.4907116481025548,0
0.863,0.4671052631578947,0.1998676583983525,0.4980176248672885,0
0.915,0.4539473684210526,0.2450378801320599,0.504582713716422,0
0.966,0.375,0.1986919471930759,0.5104069146499546,0
1.017,0.3684210526315787,0.1479772326941029,0.5154902276678874,0
1.068,0.4539473684210526,0.177467935826901,0.5198326527702193,0
1.119,0.4078947368421053,0.2472554109765891,0.5234341899569506,0
1.17,0.4539473684210526,0.5237958353758083,0.5262948392280813,0
1.222,0.375,0.9447676585546664,0.5284146005836119,0
1.272,0.4539473684210526,0.9713933850011855,0.5297934740235419,0
1.323,0.4671052631578947,0.464256240300229,0.5304314595478714,0
1.374,0.4605263157894734,0.0693073676877516,0.5303285571566008,0
1.424,0.4473684210526314,0.0,0.5294847668497291,0
1.475,0.4539473684210526,0.0227213442887102,0.5279000886272573,0
1.526,0.4539473684210526,0.053168483055654,0.525574522489185,0
1.577,0.3947368421052633,0.0872807915388176,0.5225080684355121,0
1.628,0.4473684210526314,0.1067906994240007,0.5187007264662387,0
1.679,0.3815789473684208,0.1408849579586592,0.5141524965813651,0
1.73,0.4539473684210526,0.2085550651906423,0.5088633787808909,0
1.781,0.4276315789473681,0.2345660817487364,0.5028333730648162,0
1.832,0.4539473684210526,0.2527577122885341,0.4960624794331409,0
1.883,0.4342105263157894,0.2457267635062787,0.4885506978858065,0
1.934,0.388157894736842,0.2500616754069769,0.482827270638325,0
1.985,0.4736842105263155,0.2582912615005224,0.4761771387176168,0
2.036,0.4473684210526314,0.2556065913611041,0.4685610541281924,0
2.087,0.4473684210526314,0.2481089310149876,0.4599214058352499,0
2.138,0.3618421052631579,0.243603339488265,0.4502314891501138,0
2.189,0.4539473684210526,0.245739022126852,0.4394702684174207,0
2.24,0.4671052631578947,0.2772144706672674,0.4276216206597976,0
2.291,0.4868421052631579,0.2888298055590281,0.4146764645780405,0
2.342,0.4671052631578947,0.281733691761066,0.4006170726323255,0
2.392,0.4605263157894734,0.2691172823275393,0.3854753202668091,0
2.443,0.4276315789473681,0.2688421941079907,0.3692418487113422,0
2.494,0.4078947368421053,0.2324184989281441,0.3519296312249533,0
2.545,0.4342105263157894,0.2064978929016979,0.3335565537446627,0
2.596,0.4210526315789473,0.207553309589248,0.3141346065420771,0
2.647,0.4473684210526314,0.204025583088562,0.2925696159254349,0
2.697,0.375,0.1806561707498346,0.2689179457635418,0
2.748,0.4605263157894734,0.181521476950166,0.2434945191308624,0
2.799,0.4342105263157894,0.1874945396895391,0.2166070183766053,0
2.849,0.4802631578947367,0.2003205380665417,0.1885578793446019,0
2.9,0.4671052631578947,0.2195002772493701,0.1596436697982826,0
2.951,0.4605263157894734,0.2649833190341151,0.1301550894206746,0
3.001,0.4868421052631579,0.2888109846600706,0.1003769698144023,0
3.053,0.4407894736842106,0.3154629224622465,0.0705882745016861,0
3.104,0.4144736842105261,0.325621198326953,0.0410750084523616,0
