Time,PPG,ECG,resp,afib
0.608,0.4696969696969697,0.2987577724021997,-0.8263559643475205,1
0.659,0.5303030303030303,0.2339675575568362,-0.8193843771070599,1
0.711,0.553030303030303,0.2466918603125156,-0.8121936299219925,1
0.761,0.5340909090909092,0.2281502505431787,-0.804783722792318,1
0.812,0.5606060606060606,0.2474596380893512,-0.7971546557180369,1
0.863,0.5113636363636362,0.2816297801824649,-0.7893064286991487,1
0.914,0.5340909090909092,0.3331500249311338,-0.7812390417356536,1
0.965,0.5113636363636362,0.2719443741164425,-0.7729524948275515,1
1.016,0.5378787878787878,0.2181154960634774,-0.7644467879748424,1
1.067,0.5378787878787878,0.2719825142098862,-0.7557219211775266,1
1.118,0.5075757575757576,0.3273346351744579,-0.7467778944356038,1
1.168,0.5303030303030303,0.5386383973274658,-0.737614707749074,1
1.219,0.5151515151515151,0.9010349523977678,-0.7282323611179373,1
1.27,0.5492424242424243,0.9455947662607452,-0.7186308545421938,1
1.321,0.5113636363636362,0.4779678431499101,-0.7088101880218434,1
1.371,0.5454545454545454,0.0701233037362867,-0.6987703615568859,1
1.422,0.5189393939393938,0.0,-0.6885113751473217,1
1.473,0.5265151515151514,0.0130072545859987,-0.6780332287931505,1
1.524,0.5189393939393938,0.0361214819509914,-0.6673359224943725,1
1.576,0.5378787878787878,0.0756238707845447,-0.6564194562509873,1
1.626,0.5378787878787878,0.1075690317975912,-0.6452838300629955,1
1.677,0.5265151515151514,0.1589714991595116,-0.6339290439303964,1
1.728,0.5227272727272727,0.2486347560862191,-0.6223550978531907,1
1.78,0.5227272727272727,0.2923158010882758,-0.6105619918313778,1
1.831,0.5378787878787878,0.3443699802277085,-0.5985497258649581,1
1.882,0.5189393939393938,0.3574096828260042,-0.5863182999539698,1
1.933,0.5681818181818181,0.3840415314713868,-0.5713773752384756,1
1.983,0.5189393939393938,0.3832187107993106,-0.5563528985210773,1
2.034,0.5378787878787878,0.3915495524581728,-0.5413097621372278,1
2.084,0.5340909090909092,0.3497836025981917,-0.5261423533558056,1
2.136,0.5606060606060606,0.3132948844371347,-0.5108901881724999,1
2.187,0.5416666666666667,0.2713334783054619,-0.4955965719950765,1
2.238,0.5151515151515151,0.2385294323120356,-0.4803054266489726,1
2.289,0.5416666666666667,0.2065588330976365,-0.4650612903772986,1
2.34,0.4734848484848484,0.1871592202216865,-0.4499139122218731,1
2.39,0.5,0.1820834690634136,-0.4349035117173994,1
2.441,0.5492424242424243,0.1818794748289227,-0.4197555832710868,1
2.493,0.553030303030303,0.1824624918110564,-0.4044918723862509,1
2.543,0.5454545454545454,0.1947980143837395,-0.3892446094724784,1
2.594,0.5795454545454546,0.213882929697372,-0.3741347793579899,1
2.644,0.5340909090909092,0.2487977687008576,-0.3592962849313008,1
2.695,0.5265151515151514,0.2923370272211724,-0.3448516949988387,1
2.746,0.5340909090909092,0.369522602116924,-0.3309179999106759,1
2.796,0.5227272727272727,0.418304770651467,-0.3176124339228647,1
2.847,0.5378787878787878,0.4611318942655337,-0.305049302203026,1
2.898,0.5454545454545454,0.4663310741177519,-0.2933397009531187,1
