Time,PPG,ECG,resp,afib
5.139,0.512639029322548,0.4703828728250352,0.0215422641282243,0
5.191,0.5136501516683519,0.531882392372455,0.0444659109734297,0
5.242,0.5146612740141557,0.5414744429681974,0.0667234771179523,0
5.293,0.5146612740141557,0.4920310906805671,0.0883180693513994,0
5.345,0.5146612740141557,0.4294937826301258,0.1092593241999986,0
5.396,0.5146612740141557,0.3548124147391928,0.1295634079265988,0
5.446,0.5146612740141557,0.2970656205184739,0.1492475017492831,0
5.497,0.5156723963599595,0.28002337515447,0.1683670125782612,0
5.548,0.5156723963599595,0.2644849726492192,0.1869634335085856,0
5.598,0.5156723963599595,0.2489863638283289,0.2050709127074239,0
5.649,0.5146612740141557,0.2398743423877879,0.2227262958188711,0
5.7,0.5166835187057635,0.2373443963792091,0.2400168795491122,0
5.751,0.5146612740141557,0.2343033663255863,0.2570038683136102,0
5.803,0.5166835187057635,0.2287245007437802,0.2737423174071338,0
5.854,0.5156723963599595,0.2370706965456163,0.2902826405969976,0
5.905,0.5187057633973711,0.2717836072991342,0.3067467277857902,0
5.956,0.519716885743175,0.3171780900599134,0.3231841443224144,0
6.007,0.5207280080889788,0.3304141739385102,0.3397102752083589,0
6.058,0.5207280080889788,0.3534879309178431,0.3562774060016136,0
6.109,0.5915065722952477,0.3684687909191664,0.3724682513585282,0
6.159,1.0,0.412919363119015,0.3882819439853588,0
6.21,1.0,0.4835745892147359,0.4036950956595593,0
6.26,1.0,0.5945604682451258,0.418715459343804,0
6.311,1.0,0.6618363058149932,0.4333605152847517,0
6.362,0.8887765419615774,0.6805776563445348,0.4476151569173918,0
6.413,0.1435793731041456,0.6440002001335305,0.4614831516067523,0
6.465,0.0,0.5313387363048026,0.4749757926295173,0
6.516,0.0,0.3527225666893167,0.4881065595005949,0
6.567,0.0,0.2444710636399842,0.5008697192059768,0
6.618,0.0,0.164945617471198,0.5132893953300615,0
6.669,0.519716885743175,0.0995423632764183,0.5253851871068997,0
6.721,0.6693629929221436,0.0383490695598568,0.5371574812416231,0
6.773,0.5631951466127402,0.0192494861194745,0.5486186526728729,0
6.825,0.4863498483316481,0.03703245271964,0.5597932815659763,0
6.875,0.4893832153690596,0.0822668154965489,0.5707155002622932,0
6.927,0.5106167846309404,0.1024492979778756,0.5813902095858028,0
6.978,0.5207280080889788,0.1456973248702771,0.5918479367643212,0
7.03,0.5166835187057635,0.2964669884121377,0.602123246420307,0
7.081,0.5136501516683519,0.5331605122760341,0.6127951804963705,0
7.132,0.5116279069767442,0.7072946130945639,0.6238249673510072,0
7.184,0.5156723963599595,0.7607890812539992,0.6351143863449096,0
7.235,0.5166835187057635,0.6856277504181584,0.6465950292138283,0
7.286,0.5156723963599595,0.5485169102528353,0.658192674771203,0
7.337,0.5176946410515673,0.381219611278023,0.6698585184027488,0
7.388,0.5156723963599595,0.2942684782667045,0.6815252305033033,0
7.438,0.5166835187057635,0.2400462826670452,0.6931463898323798,0
7.489,0.5156723963599595,0.2187240129052665,0.7046643643038197,0
7.54,0.5176946410515673,0.2038165177632814,0.7160635525126611,0
7.59,0.5156723963599595,0.2286535080086166,0.7271838322029525,0
7.641,0.5166835187057635,0.2501967833761652,0.737822093917158,0
7.692,0.5166835187057635,0.2851399305282674,0.7479189993294231,0
7.742,0.5156723963599595,0.3065601105873807,0.757407337112256,0
7.793,0.5166835187057635,0.3066773067828661,0.7662499630196971,0
7.845,0.5176946410515673,0.2742960387296289,0.7743827256684295,0
7.895,0.5136501516683519,0.2349246468839375,0.7817646374901202,0
7.946,0.5187057633973711,0.265472028981998,0.7883468868638559,0
7.998,0.5166835187057635,0.2492820284925367,0.7940983112023181,0
8.049,0.5156723963599595,0.2263066652625137,0.7989923908625891,0
8.101,0.5166835187057635,0.235141956656302,0.8029963188713887,0
8.151,0.5399393326592518,0.2572236572102742,0.8060949841834346,0
8.202,1.0,0.2622379603510745,0.8082520774181106,0
8.254,1.0,0.3319313750377877,0.8094675856655149,0
8.305,1.0,0.4326039102631506,0.8097344471831844,0
8.356,1.0,0.444198481274726,0.8090500015460371,0
8.408,1.0,0.5478477742577773,0.8074170588870233,0
8.459,0.7987866531850354,0.6544985990693352,0.8048361200679,0
8.511,0.3498483316481294,0.6781620920954192,0.8013320455725936,0
8.562,0.2912032355915065,0.6476447236467422,0.7969096933568887,0
8.615,0.3862487360970678,0.6855640687613326,0.7915913287831442,0
8.666,0.4823053589484328,0.588596004664545,0.7854041052297025,0
8.717,0.5267947421638018,0.3389601741752341,0.7783743076824803,0
8.767,0.3771486349848332,0.1343701041090551,0.7705391106233654,0
8.818,0.0,0.0445616350432737,0.7619457504165812,0
8.869,0.0,0.0325577044090171,0.7526350802525386,0
8.919,0.0,0.0543910148182082,0.7426530864092129,0
8.97,0.0,0.0684810927487787,0.7320685291154803,0
9.02,0.4236602628918099,0.0845096633961346,0.7209367808171949,0
9.072,0.6622851365015167,0.1242325364869965,0.7093241034561828,0
9.123,0.5874620829120324,0.2172395117433551,0.6973068208566024,0
9.175,0.4964610717896865,0.2652412040342431,0.6849673406657875,0
9.226,0.4853387259858443,0.3345970491279272,0.672379825891317,0
9.278,0.5055611729019212,0.4106735674205555,0.6596283087451398,0
9.33,0.5187057633973711,0.4342564555398604,0.6468099098715823,0
9.381,0.5166835187057635,0.4452339209653939,0.6340202158637984,0
9.433,0.5136501516683519,0.4231228514810526,0.6213592146323181,0
9.484,0.5136501516683519,0.4041392916136226,0.6089141412403216,0
9.535,0.5136501516683519,0.3794606952495062,0.5966910707007376,0
9.587,0.5146612740141557,0.3456353887434562,0.5847131351641615,0
9.638,0.5136501516683519,0.3368013302658904,0.5731445805231021,0
9.69,0.5146612740141557,0.3373021582632322,0.5614884487123768,0
9.741,0.5146612740141557,0.3474861084770402,0.5497580184302988,0
9.793,0.5166835187057635,0.3328588327788693,0.5380005075800893,0
9.844,0.5156723963599595,0.3314822764861926,0.5262507597035371,0
9.895,0.5146612740141557,0.3029344420528388,0.5145508159094359,0
9.946,0.5146612740141557,0.2728722110767816,0.5029246526847082,0
9.996,0.5166835187057635,0.2989216956792123,0.4914183223762052,0
10.047,0.5166835187057635,0.3426540173889454,0.4800654275719171,0
10.098,0.5166835187057635,0.346569533987748,0.4689032364413075,0
10.148,0.5166835187057635,0.3493683990436674,0.4579521141819502,0
10.198,0.5156723963599595,0.364208032576761,0.4472398834047784,0
10.249,0.5166835187057635,0.3541299163300092,0.436796935315821,0
10.299,0.5166835187057635,0.3084214307957196,0.4266413264592659,0
10.35,0.5166835187057635,0.3036002253227399,0.4167994383828031,0
10.401,0.5156723963599595,0.2877449178233215,0.4072783133630708,0
10.452,0.5166835187057635,0.2419409243797177,0.3980990261395649,0
10.504,0.5156723963599595,0.2013191697101261,0.3892713555777995,0
10.555,0.5176946410515673,0.2067372697981027,0.3808120422489738,0
10.606,0.5217391304347826,0.2396048071597992,0.372726540099765,0
10.658,0.570273003033367,0.2333024868987307,0.3650191816858785,0
10.709,0.8200202224469161,0.3290879357325567,0.3577018777406766,0
10.759,1.0,0.4730792520494872,0.3507728410378603,0
10.811,1.0,0.5401537275231871,0.3442385696550447,0
10.861,1.0,0.6441881046607559,0.3380980164437956,0
10.912,0.782608695652174,0.6786535712657017,0.3323435070531899,0
10.963,0.4398382204246714,0.6600348088115067,0.3269767309236715,0
11.015,0.2922143579373104,0.577808878617604,0.321984591799104,0
11.066,0.153690596562184,0.5684919429464786,0.3173646808129513,0
11.118,0.0,0.4101522552104115,0.3131008911390127,0
11.168,0.0,0.1827462243172004,0.3091854012550041,0
11.219,0.1132457027300303,0.0545565131107597,0.3056039321495043,0
11.27,0.5581395348837209,0.0135326750556546,0.3023412678690409,0
11.322,0.62891809908999,0.0167340019983264,0.2993847703047043,0
11.374,0.5328614762386249,0.048971664107584,0.2967083881982897,0
11.424,0.4833164812942366,0.0742407656581986,0.2942908897579492,0
11.475,0.4924165824064712,0.0916176820014659,0.2921092677859036,0
11.525,0.5106167846309404,0.1743058208229438,0.2899939258602577,0
11.576,0.5156723963599595,0.3236063617939599,0.2879401048531975,0
11.626,0.5106167846309404,0.4161710996595167,0.2859547876047354,0
11.677,0.5085945399393327,0.4875216428161971,0.2840308167977525,0
11.727,0.5085945399393327,0.5872248356103081,0.2821593112651563,0
11.779,0.5106167846309404,0.6190747791779616,0.2803322571806568,0
11.83,0.512639029322548,0.5837914561766272,0.2785271558503726,0
11.883,0.5146612740141557,0.5307063380204399,0.2767332015991965,0
11.934,0.5166835187057635,0.4157450669900208,0.2749305178644592,0
11.985,0.5166835187057635,0.3126139273879785,0.2730889089951236,0
12.037,0.5176946410515673,0.2516007930129488,0.2711875769295595,0
12.088,0.5146612740141557,0.2180347681347852,0.2692055437183738,0
12.138,0.5156723963599595,0.179894091177148,0.2672414574595878,0
12.189,0.5146612740141557,0.1902616558737143,0.265438643030853,0
12.24,0.5146612740141557,0.1889839333470125,0.2638067369703496,0
12.291,0.5156723963599595,0.1894280920613966,0.2623597485709803,0
12.342,0.5176946410515673,0.1753196600937094,0.2611128304676682,0
12.394,0.5176946410515673,0.1786974434184466,0.2600738999816394,0
12.445,0.5176946410515673,0.2339037446451814,0.2592536345073739,0
12.496,0.5166835187057635,0.2785370844772696,0.2586628518937048,0
12.548,0.5166835187057635,0.3408920540997796,0.2583057039760836,0
12.599,0.5267947421638018,0.4320674083571978,0.2581903063059054,0
12.65,0.7735085945399394,0.5058522265217492,0.2583179792161765,0
12.702,1.0,0.5921372367273526,0.2586939975063858,0
12.753,1.0,0.6187991696913484,0.2593208023028677,0
12.803,1.0,0.6722407510429329,0.2602002208883942,0
12.854,1.0,0.6871561677539432,0.261332906651319,0
12.905,0.5358948432760364,0.6285941534048826,0.2627177074847135,0
12.955,0.0,0.541652587375783,0.264350427037376,0
13.006,0.0,0.4351167638268911,0.2662254725015951,0
13.056,0.0,0.2703422565223174,0.2683383726046151,0
13.107,0.0,0.1543226485974392,0.2706815269801605,0
13.158,0.1061678463094034,0.0986854441625287,0.2732453695051338,0
13.209,0.6036400404448938,0.0694530527527325,0.2760176047522322,0
13.26,0.6531850353892821,0.0448463750468259,0.2789913380559174,0
13.311,0.5348837209302326,0.0371628229379972,0.282152043697407,0
13.361,0.480283114256825,0.0598741507251462,0.2854867643794518,0
13.413,0.4903943377148635,0.1039224935195292,0.2894340923524545,0
13.463,0.5146612740141557,0.1449293573710446,0.2939298761097317,0
13.515,0.5187057633973711,0.2068021952033976,0.2988474519403752,0
13.567,0.5176946410515673,0.3637772153133218,0.3040816866819158,0
13.617,0.5106167846309404,0.5750142932728967,0.3095286919623476,0
13.669,0.512639029322548,0.7290868296609531,0.3150700592052722,0
13.72,0.5146612740141557,0.7504403183028999,0.3205986502072711,0
13.771,0.5146612740141557,0.7345057387244482,0.3260126901541778,0
13.823,0.5156723963599595,0.6992252762201278,0.3312122777984787,0
13.874,0.5146612740141557,0.5511145240442076,0.3360991495979903,0
13.926,0.5156723963599595,0.3888573063205481,0.3405804053997805,0
13.977,0.5156723963599595,0.2662336335655224,0.3445729347721173,0
14.029,0.5156723963599595,0.1823401651336622,0.3479856996351884,0
14.08,0.5176946410515673,0.0944041707993951,0.3507225574986887,0
14.131,0.5156723963599595,0.057839704657469,0.3528969313193202,0
14.181,0.5156723963599595,0.053421902604603,0.3544562195088598,0
14.232,0.5156723963599595,0.0696832771525751,0.3553519017053541,0
14.283,0.5166835187057635,0.0986530916532557,0.3555548947291997,0
14.334,0.5166835187057635,0.1438510453404324,0.3550348996161276,0
14.384,0.5187057633973711,0.2078827798604476,0.3537537705311191,0
14.435,0.5166835187057635,0.2430446958650123,0.3516992600301005,0
14.486,0.5217391304347826,0.3190878595425788,0.3488439365599656,0
14.536,0.577350859453994,0.4431715256136137,0.3451821011793288,0
14.587,1.0,0.5289402377004782,0.3407026733829101,0
14.637,1.0,0.6512168963865729,0.3353988237691938,0
14.688,1.0,0.7708942572514834,0.3292656786110508,0
14.739,0.9929221435793733,0.8239611438383565,0.3223090764937093,0
14.789,0.506572295247725,0.7127514653992628,0.3145465918160623,0
14.84,0.3225480283114257,0.5521074085393354,0.305973434664033,0
14.892,0.2871587462082912,0.3426232417964573,0.2966045748221586,0
14.943,0.0,0.1676905663631676,0.2864546583607326,0
14.994,0.0,0.1115547732735719,0.2755509300529941,0
15.045,0.0151668351870576,0.1049389481014645,0.2639188336061269,0
15.096,0.5035389282103134,0.0629576857038765,0.2515899502216656,0
15.147,0.6400404448938322,0.0562150380893182,0.2386024076342743,0
15.198,0.5530839231547018,0.0689541612179699,0.2249865027486022,0
15.25,0.4944388270980789,0.0996892825549521,0.2107984469009807,0
15.302,0.4924165824064712,0.1329634091732223,0.1960928202391729,0
15.352,0.5146612740141557,0.18720785259511,0.1809151543267024,0
15.404,0.5146612740141557,0.2474624226202496,0.1654137326591125,0
15.455,0.5146612740141557,0.3225562920086985,0.1497928979349931,0
15.505,0.5166835187057635,0.3928257473551921,0.1340635815547368,0
15.556,0.512639029322548,0.4398680321871249,0.118234379887451,0
15.607,0.5156723963599595,0.5049270077818911,0.1023469648108366,0
15.657,0.5136501516683519,0.5381851003579984,0.0864337051151258,0
15.708,0.5156723963599595,0.5347139746534268,0.0705181733506714,0
15.758,0.5146612740141557,0.5228482213014379,0.0546630697462375,0
15.809,0.519716885743175,0.517464257047166,0.0389069816105445,0
15.86,0.512639029322548,0.4855996479321093,0.0233211627221265,0
15.911,0.5176946410515673,0.4080895581110659,0.0079588061092941,0
15.962,0.512639029322548,0.3059379200427286,-0.0070961151204202,0
16.013,0.5166835187057635,0.2360862461608678,-0.0223308662901748,0
16.066,0.5146612740141557,0.2038700004909422,-0.0378040551128262,0
16.117,0.5176946410515673,0.1672441316744795,-0.0535328840640498,0
16.168,0.5187057633973711,0.136379127592489,-0.0695627890417458,0
16.219,0.5146612740141557,0.1213192028150109,-0.0859102116614947,0
16.27,0.519716885743175,0.1459417931458085,-0.1025876662221463,0
16.321,0.5146612740141557,0.1762416880772974,-0.1195875647654212,0
16.372,0.5187057633973711,0.2197169907090018,-0.136970149782726,0
16.423,0.5146612740141557,0.2907788805983081,-0.1547335015321607,0
16.473,0.5278058645096056,0.3201336908202699,-0.1728763310210692,0
16.524,0.5884732052578362,0.3571216870851744,-0.1914237169967951,0
16.576,0.7451971688574318,0.4350656771052696,-0.2103924736276747,0
16.627,1.0,0.4833266571486824,-0.2298023181560029,0
16.678,1.0,0.5710030572596808,-0.2496101355656084,0
16.729,1.0,0.6580060780305869,-0.2698499346294145,0
16.78,0.7067745197168858,0.737370165875922,-0.2905124292111818,0
16.83,0.3447927199191102,0.7059943008920435,-0.3115844451338543,0
16.881,0.0131445904954499,0.5472922188993977,-0.3350261516630699,0
16.932,0.0,0.2895591116070508,-0.3605184807240302,0
16.982,0.0,0.1105203445639045,-0.3876028667754025,0
17.033,0.1334681496461071,0.0697198611667041,-0.4159139640795437,0
17.083,0.5824064711830131,0.0701827966176003,-0.4450235102820299,0
17.134,0.6359959555106168,0.0518006338338995,-0.4745964628321262,0
17.184,0.5328614762386249,0.0592817634232541,-0.5042444952299683,0
17.235,0.4833164812942366,0.0951420583681894,-0.5336550192714209,0
17.285,0.4914054600606674,0.1564218136626829,-0.5624700789577681,0
17.336,0.5116279069767442,0.2050480544435745,-0.5904074565860233,0
17.387,0.5166835187057635,0.2833583671280688,-0.61718619955007,0
17.437,0.5156723963599595,0.3582077856651497,-0.6425056938371052,0
17.488,0.5116279069767442,0.4077599857484524,-0.6660964593526513,0
17.539,0.5136501516683519,0.460179996968063,-0.6877043176114626,0
17.592,0.5116279069767442,0.4192276321127269,-0.7071177592936733,0
17.642,0.5146612740141557,0.3973873379849264,-0.7227920938892811,0
17.693,0.5146612740141557,0.3893049190231276,-0.7341832331174654,0
17.745,0.5156723963599595,0.3475339015112558,-0.7414720034163539,0
17.796,0.5176946410515673,0.3242622068309324,-0.7448503150656819,0
17.847,0.5146612740141557,0.3527522093957367,-0.7445149184947781,0
17.897,0.5166835187057635,0.4078133103691687,-0.7406537510692968,0
17.949,0.5146612740141557,0.3598981410790963,-0.7334579851561931,0
18.0,0.5187057633973711,0.330402400865711,-0.723217535994362,0
18.051,0.5166835187057635,0.300956890838708,-0.7103483309973575,0
18.102,0.519716885743175,0.253969024829699,-0.6950934900287549,0
18.154,0.5166835187057635,0.2653742268009106,-0.6776817882239266,0
18.205,0.5156723963599595,0.2738927338115453,-0.6583719209766974,0
18.255,0.5176946410515673,0.2574899298458311,-0.6374110412296496,0
18.306,0.5176946410515673,0.2352187875946617,-0.6150416962369682,0
18.356,0.5156723963599595,0.2209943083777861,-0.591514846465055,0
18.407,0.5166835187057635,0.2299981417799119,-0.5670757740713264,0
18.457,0.5176946410515673,0.2267951044273407,-0.5419781744254166,0
18.508,0.5166835187057635,0.2359986869916471,-0.5164603255481688,0
18.558,0.5176946410515673,0.2688865124736624,-0.4907904257188786,0
18.609,0.5166835187057635,0.3311818171315117,-0.4652191440864601,0
18.66,0.5187057633973711,0.4011587699778717,-0.4400055630120463,0
18.711,0.519716885743175,0.4592774271997153,-0.4154090732269218,0
18.762,0.571284125379171,0.4645951313563643,-0.3915578522565257,0
18.813,1.0,0.5290360056621177,-0.368868082439546,0
18.865,0.9989888776541962,0.5911460111370115,-0.3476021938067031,0
18.917,1.0,0.6919996632060796,-0.328055448817343,0
18.968,1.0,0.7257596831187034,-0.3104516866671907,0
19.02,0.3902932254802831,0.6251591123686906,-0.2950705136943841,0
19.071,0.102123356926188,0.5005850079280506,-0.2822054585445677,0
19.122,0.1587462082912032,0.342899324187537,-0.2721013845401827,0
19.174,0.0,0.1912771700471776,-0.2656345344858375,0
19.225,0.0414560161779575,0.1199410781767144,-0.2631175417977722,0
19.277,0.4368048533872599,0.0886704122245815,-0.2646938577294311,0
19.328,0.596562184024267,0.072517416763369,-0.270479243976151,0
19.379,0.5540950455005056,0.0485723132799194,-0.2805978788037109,0
19.43,0.4974721941354904,0.0495182512720007,-0.2951832514239902,0
19.481,0.4954499494438827,0.0784341494702823,-0.3120069018396185,0
19.532,0.5055611729019212,0.1368993599132851,-0.3306593993981923,0
19.582,0.5187057633973711,0.1792884270434075,-0.3508646074359278,0
19.633,0.5156723963599595,0.2653873276909303,-0.372269621814034,0
19.683,0.5166835187057635,0.421913246856686,-0.394567112473082,0
19.734,0.5116279069767442,0.5827771152219167,-0.4173924973658178,0
19.785,0.5166835187057635,0.6423756094429671,-0.4404198353907462,0
19.836,0.5136501516683519,0.6465981041531222,-0.4632659334585449,0
19.886,0.5156723963599595,0.5798934691699231,-0.4855919370951957,0
19.937,0.5166835187057635,0.4898154484581666,-0.5069834598157328,0
19.988,0.5187057633973711,0.3895999576777458,-0.5270623650595567,0
20.051,0.5136501516683519,0.3046261122490596,-0.5454216031239818,0
20.102,0.5166835187057635,0.2165862819924829,-0.5616630551241104,0
20.153,0.5166835187057635,0.1789952433741737,-0.5753353090457707,0
20.204,0.519716885743175,0.1336180339085417,-0.5858356005753387,0
20.255,0.5146612740141557,0.1183035029346198,-0.5943522947911712,0
20.306,0.5176946410515673,0.1492151026426922,-0.6014994350743339,0
20.356,0.5136501516683519,0.2124348551825725,-0.6073032875929729,0
20.407,0.5176946410515673,0.2480392887297975,-0.6117684262793011,0
20.459,0.5166835187057635,0.2972171841947663,-0.61491997227931,0
20.51,0.5187057633973711,0.4111464218367209,-0.6167947123706843,0
20.561,0.512639029322548,0.5247994042311098,-0.6174162501783576,0
20.613,0.5156723963599595,0.592226207193306,-0.6168375643986748,0
20.664,0.5176946410515673,0.5787725834503047,-0.6150874572115541,0
20.714,0.5166835187057635,0.4856064891142168,-0.6122182798496201,0
20.765,0.519716885743175,0.3989249768125108,-0.6082871457919483,0
20.815,0.5156723963599595,0.3323409338683901,-0.6033509833279134,0
20.866,0.519716885743175,0.2884230670271047,-0.5974775289208645,0
20.917,0.5156723963599595,0.2373954326803178,-0.590722483023058,0
20.967,0.5187057633973711,0.2262976929061547,-0.5831713770264644,0
21.018,0.5156723963599595,0.2099858159146975,-0.5748934533915779,0
21.068,0.5187057633973711,0.2287723972856381,-0.5659822782743531,0
21.119,0.5146612740141557,0.2544512705475723,-0.5565324658400816,0
21.17,0.5187057633973711,0.2742841214447355,-0.5466409082200137,0
21.22,0.5156723963599595,0.2681645616499865,-0.5363979476537255,0
21.272,0.5156723963599595,0.2851260470851202,-0.5259182500762534,0
21.323,0.5146612740141557,0.2879489895778725,-0.5153200137124643,0
21.376,0.5166835187057635,0.3060022339256671,-0.5044771359413631,0
21.428,0.519716885743175,0.3264137088801279,-0.4931516787123462,0
21.479,0.5166835187057635,0.3424755560945386,-0.4816287918505608,0
21.529,0.5187057633973711,0.3574808410586148,-0.4701681917646814,0
21.58,0.5156723963599595,0.356126910326654,-0.4590536753776493,0
21.632,0.519716885743175,0.3561459487039261,-0.448554795354761,0
21.683,0.5176946410515673,0.3633386868693896,-0.4389398138206013,0
21.735,0.5176946410515673,0.3401401522543189,-0.4304731616754205,0
21.786,0.5207280080889788,0.3359321180327586,-0.4226972473664228,0
21.837,0.5156723963599595,0.3248093303577684,-0.4154965070434548,0
21.889,0.519716885743175,0.3246312099294188,-0.4089684262075539,0
21.939,0.5166835187057635,0.3083654654052693,-0.4031602401595504,0
21.99,0.519716885743175,0.2989878422294997,-0.3981738619692374,0
22.042,0.5156723963599595,0.2945159066832697,-0.3940778860420293,0
22.093,0.5187057633973711,0.2977845909639166,-0.3909210010603137,0
22.145,0.5176946410515673,0.3062849930070772,-0.3887572031401793,0
22.196,0.5176946410515673,0.3227793643217397,-0.3876205826746877,0
22.247,0.5166835187057635,0.3267721319034941,-0.3875436043569973,0
22.298,0.5156723963599595,0.3404127295294462,-0.3885471534855926,0
22.348,0.519716885743175,0.3357723888784787,-0.3906681081871774,0
22.399,0.5156723963599595,0.3354010301603714,-0.3939103292502455,0
22.45,0.5187057633973711,0.3320933410749966,-0.3982713871197576,0
